Trend,Tweet 1,Tweet 2,Tweet 3,Tweet 4,Tweet 5
AusVsAfg,Didarul,@Itsdidarul,2019-06-29T21:06:17.000Z,"Didarul
@Itsdidarul
·
Jun 30, 2019#PAKvAFG #AUSvNZ #Afghanistan #Gulbadin #Naib #RASHIDKHAN #JCBkikhudai",,0,0,0,['https://pbs.twimg.com/media/D-Qgk48VUAA54dG?format=jpg&name=medium'],,https://x.com/Itsdidarul/status/1145076040605155328
Afghanistan,Maجid,@Mr_MK4040,2019-06-29T22:38:27.000Z,"Maجid
@Mr_MK4040
·
Jun 30, 2019#England  Fans #Searching #Gulbadin #Naib pak v AfG",,0,0,0,['https://pbs.twimg.com/media/D-Q1rS6XoAASCV8?format=jpg&name=360x360'],,https://x.com/Mr_MK4040/status/1145099234670198784
Australia,"Sandeep R. Kaushik, PhD",@skaushik2025,2024-06-23T03:51:11.000Z,"Sandeep R. Kaushik, PhD
@skaushik2025
·
19hWhaaaaat a match!
Afganistan did impossible, even Maxwell couldn't stop them, today.
A complete team effort by batters & bowlers, special day for Gulbadin Naib. 
Absolute revenge by Afganistan. #Rashid #Gurbaz #Nabi #Gulbadin #Maxwell #Naveen
#AUSvsAFG #t20WorldCup",,0,0,0,"['https://pbs.twimg.com/media/GQuqx7kXAAAB55h?format=jpg&name=900x900', 'https://pbs.twimg.com/media/GQuqx9MXIAAnu2G?format=jpg&name=small', 'https://pbs.twimg.com/media/GQuqx9-WIAQIz4z?format=jpg&name=small']",,https://x.com/skaushik2025/status/1804723853127492060
श्यामा प्रसाद मुखर्जी,Milat@Afghan,@Saha,2019-06-08T03:07:11.000Z,"Milat@Afghan
@MilatAfghan2
·
Jun 8, 2019That will be great for Afghanistan team to replace of injured #77Shizad young #wk #Ikram to join the #CWC19 squad. 
Because #Shizad was not good at last two matches both #beat and #wk.
#Gulbadin@Naib
#Rashed@Khan
#Rahmat@Saha",,0,0,0,['https://pbs.twimg.com/media/D8ggM7EWsAEW5AR?format=jpg&name=900x900'],,https://x.com/MilatAfghan2/status/1137194331889176576
INDvsBAN
ExamCancelled
भारतीय जनसंघ
NEETPG
Hungary
Sikhs
SGPC
आकाश आनंद
Gurudwara
Havertz
Germany
शादी मुबारक
सोनाक्षी सिन्हा
Aussies
Maxwell
Golden Temple
Bangladesh
Namaz
Fullkrug
राकेश त्रिपाठी
gulbadin naib
